post_id,text,part
1179040376042266630_twitter,sometimes you wanna hit the girl you like up but then you remember,prefix
16123875_gab,instant mute and creeping,prefix
23331134_gab,al iaquinta remember this name this,prefix
1180865_gab,obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters,suffix
11989691_gab,cock oh the irony of such hypocrites,suffix
15813856_gab,put his feelings about my attitude all in all a successful evening although i am sure my wife will disagree when she gets home,suffix
10938753_gab,when i was like 734709 i used a stick to wipe a wet dog turd,prefix
27698974_gab,blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,suffix
1178739925073747974_twitter,@529709 you mean the,prefix
1927923_gab,cant wait to form a rightwingdeathsquad ™ with a,prefix
19465121_gab,you can see,prefix
20492081_gab,biches ugly ass fuck,suffix
24416711_gab,started to see how the agenda is going,suffix
21643304_gab,city erea,prefix
17033586_gab,whats with this,prefix
9658057_gab,from the speakers it turned out to be what apparently passes for country music these days what the fuck happened,suffix
11003094_gab,otoya yamaguchi is in my top 803450 nationalist heroes,suffix
1178387062795505664_twitter,@397521 to hell with,prefix
19112164_gab,play which ever side that will get her paid,suffix
19204201_gab,i discovered 761027 quarters of whats,prefix
19817414_gab,god will not bless the republican party who bans christians including,prefix
19817414_gab,queers is tolerance banning christians is sin cpac is no longer christian,suffix
16210558_gab,the iranian regime has a mosque in my home town thousands of miles from,prefix
17536576_gab,oprah is an affirmative action piece,prefix
1270742_gab,@460236 it will not matter to the great leaders of this country bobama killary,prefix
1178642248004751365_twitter,that not a compliment a compliment is you are sexy you turn me,prefix
1178642248004751365_twitter,on not not one look at you and i know i am queer,suffix
1178762446271582209_twitter,i ask jim how to steal a pop socket from target,prefix
4982372_gab,from france former colonies in n africa that how the 2 nd gen moslem terror aka the 480470 montreal massacre happened much more since,suffix
26107989_gab,so he has to ebonics text oz instead,suffix
23154870_gab,arr in a car who is driving a cop,suffix
14832083_gab,it just a matter of accepting we are at war yet we sit on screens love ya all again god bless,suffix
21347847_gab,i had it out with that moon guy,prefix
17929392_gab,417628 699266 salute brother its the the truth and nothing but the truth,prefix
25354844_gab,to be baptised,suffix
13104688_gab,we need,prefix
24209216_gab,308038 week ban wot game chat ban for saying,prefix
13912847_gab,rabbi who sells bacon,suffix
25340676_gab,boy scouts and girl scouts have really been good for american youth brownies is the girls club,prefix
24214744_gab,who pussy would be better anne coulter or laura ingrahm both would be good to talk nasty to when,prefix
15356923_gab,this will only get worse in germany there is only one way to solve it germany will have to deploy troops to areas,prefix
24033780_gab,sorry mate my comment was more so,prefix
21937906_gab,fuck the hell out of new orleans nothing but,prefix
22752944_gab,i have never liked netflix netfux so i am cancelling my subscription will buy movies elsewhere and never go to amazon another usa trump hater,prefix
12475012_gab,free weev we need another ruby,prefix
1179074562870386688_twitter,a child grow up porky,suffix
1178372631722110978_twitter,@592379 well that the primary reason but it mostly supported by the,prefix
25489107_gab,to the gallows with this,prefix
9976857_gab,against oj and proved that white supremacy is a myth,suffix
19414436_gab,your posts show,prefix
21453585_gab,you have only shown that morals do not matter to,prefix
16129041_gab,shuttener of,prefix
1178764934294970368_twitter,@852941 you all need to take,prefix
12151236_gab,white people need to start caring about their own kind instead of bending over backwards,prefix
24728249_gab,kim kardashian is a,prefix
12444134_gab,all standards are lowered for you what are you writing your thesis on the colonel 315066 special herbs and spices,suffix
27150859_gab,holy shit the ugly,prefix
18585602_gab,i give a fuck in that i am,prefix
14035101_gab,you a white revolution is on its way,suffix
24021724_gab,should be a public hanging using a short drop that way the body jerks in the breeze sends,prefix
18119321_gab,enjoy being a,prefix
14316860_gab,oo i had no idea it could get even better yes,prefix
27948460_gab,omg go,prefix
14714692_gab,walking the dog or letting it get shot by the cops again,suffix
13929673_gab,looking at that white child,suffix
13261438_gab,the bbc are in mourning as the death of moslem,prefix
13261438_gab,convert sally jones aka the white widow in syria is confirmed,suffix
14913457_gab,i did not mention genitalia obviously you,prefix
17973079_gab,lets fight,prefix
18990407_gab,us they have his fucking dna esad thank nature for the tay sachs,suffix
9053284_gab,they average more in cali with the feeding,prefix
1089761766823940097_twitter,to set fire to this neighborhood,suffix
17016811_gab,them all just to make sure,suffix
13329120_gab,that sarah press @395629 the,prefix
18517477_gab,924085 hours remaining of my 478564 day ban on twitter my next move is to completely overwhelm,prefix
1178765633162485760_twitter,everyone wants to be nct everyone the entirety of kpop,prefix
1179024094609776645_twitter,fuck them,prefix
1179024094609776645_twitter,white kids,suffix
1178398958030209024_twitter,in my arms by alex,prefix
1178728443783127040_twitter,@584202 fuck,prefix
1178852220424445952_twitter,@886208 a rag makes,prefix
19016585_gab,let us,prefix
12647173_gab,hunger games with,prefix
12933032_gab,as a sovereign nation to disallow anyone we deem unworthy to be an american from coming here,suffix
20344700_gab,trump playing 4 d chess or,prefix
19384911_gab,like someone said would not it be a hoot if a,prefix
22939105_gab,give the little,prefix
23069299_gab,dude you are a fucking idiot skepticism nihilism and trying to,prefix
11011726_gab,get fucking,prefix
15990140_gab,all high level bolsheviks were 18% kosher the only russians involved were low level,prefix
22368593_gab,what you think tomorrow the world will wake up,prefix
20435759_gab,know how america was created,suffix
9747099_gab,cuz at the end of the mumff 🎶 his check will be there 🎶,suffix
18123734_gab,there is a mental health question with jeb if he needed to marry a,prefix
22124962_gab,i do not do it all the time sometimes,prefix
15730351_gab,ira because i cannot get behind christians killing christians without fellow white people involvement especially considering the,prefix
1178120616467161089_twitter,your daughter homecoming queen crown this what the fuck yall wanted,suffix
11632794_gab,know what free speech is,suffix
1178852316176424960_twitter,@898938 y are you talking to me,prefix
1178251992801533952_twitter,mohammad bin salman al saud ordered the bone sawing of an american journalist i said only thing i wanna see or hear from,prefix
1179056260169134082_twitter,@759900 @361191 facts lol that,prefix
19159387_gab,muppet come on @326744 ‍ you are not sending your best to bullycide us,suffix
3824396_gab,@778205 they put the a in the one,prefix
6578482_gab,jump onboard coz i need some buzzfeed action to validate my ass,suffix
21653890_gab,@409279 you are,prefix
24015059_gab,that a fair point junkies are self medicating i offer support,prefix
22061834_gab,people with talent something,prefix
1178888094675800064_twitter,@474691 fuck,prefix
1178790620896354310_twitter,secured this my head is so hot,suffix
1178775205319188481_twitter,@324365 i will call my friends,prefix
1178749845886164993_twitter,fight for him what a god 😂 😂 😂 😂,suffix
1178741111650537472_twitter,@926255 look at that,prefix
1178358437522137089_twitter,you lose weight in less than a week 😂 😂 😂,suffix
15705858_gab,following on from the other socialist tory pm the equally useless europhile traitor,prefix
12208265_gab,stupid meme delete now dont you dare put a,prefix
15805378_gab,well i apologise for any ozeez that might have forgotten that we can take the piss but go too hard and somethings amiss i do find,prefix
15614215_gab,i am sure,prefix
17027156_gab,on aryan woman,suffix
18488208_gab,reports that georgia is turning,prefix
18044506_gab,are you seriously backing that,prefix
10034563_gab,a stick are insane perverts by dictionary clinical definitions most people are insane it is a matter of degree,suffix
6367052_gab,phone what she doing reporting the carnage back to obama,suffix
1178876047858814979_twitter,@366526 is,prefix
18860123_gab,talking on the phone in some gibberish language i do not understand,suffix
15919557_gab,got another lurker account,suffix
15165556_gab,den u ain t no freind of mine,suffix
11094794_gab,so fucking sick of that,prefix
26905576_gab,but bakers can not turn down a,prefix
21206689_gab,housing public transportation subsidies crime costs educational costs societal decay etc,suffix
13216290_gab,abandoned by his father makes shitty music narcissistic degenerate will probably,prefix
17711892_gab,lol,prefix
1178891409484468225_twitter,some girls going around exposing ppl aib,prefix
1632755_gab,i wonder how long until they can get,prefix
8888588_gab,murderous animals who da thunk it,suffix
10399732_gab,to fund a start up venture for the instant production of vomit,suffix
7756008_gab,two questions 536796 how did you get a picture of my,prefix
8039584_gab,part and parcel of living in a,prefix
26721459_gab,to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,suffix
21560468_gab,they have finally named something correctly dating a muzzy is a life sentence 🕋 🔪 ⚰️,suffix
27952077_gab,@554847 remember the api access i am still waiting also i,prefix
26910410_gab,so it ok to dox a,prefix
13146695_gab,you are in the grip of meme malware,prefix
16750798_gab,color me shocked just,prefix
26085254_gab,in free speech running our free speech platforms what do you expect,suffix
23631407_gab,lassen und schon gar nicht in die nähe von meinen kindern,suffix
23043975_gab,posting seriously hahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,suffix
21814284_gab,that happened when you allow,prefix
13359217_gab,ha good i am,prefix
11994307_gab,fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up,suffix
22491010_gab,it truly is amazing how you reject a girl once and she starts,prefix
27856202_gab,saved 691436 lives <happy>,suffix
19137586_gab,obozo troll hiding under that tree,prefix
21509608_gab,d be the first to demand we show it some compassion right dingbat,suffix
25934380_gab,nope not even remotely,prefix
10695236_gab,and he going to take a leather shampoo courtesy of paul nehlen boot heel,suffix
15972271_gab,to scared to ever step up in the world again crush their spirits now and brutally at that,suffix
13908244_gab,chad makes all kinds,prefix
13675592_gab,smallest amount in,prefix
14576064_gab,those rights were not even made for you they were made by white people for white people whoever thought it was,prefix
18969876_gab,she was a christian she gave no response after being confronted on it a literal fellow white person,suffix
23925837_gab,egyptians worshipped crocodile gods,prefix
14864489_gab,giving us a pinata full of lurid sex scandals thanks mexico,suffix
4562801_gab,@956872 shud b,prefix
1178991165670137856_twitter,@165472 more good news a swede last name ends in son running in minnesota 5,prefix
13049396_gab,throw these people off rooftops,suffix
24721556_gab,yes go be,prefix
22484190_gab,if he does something useful i was,prefix
24156664_gab,i do not know it does not matter anyway i only have <money> but i would jump into a,prefix
16119996_gab,like in kill bill before he finally dies ✝️ 😇 ✝️,suffix
17963658_gab,spiderman thread street shitter storm fag snow flakes free speech rules all praise,prefix
13858043_gab,that aperp post beating or a a,prefix
13606830_gab,nothing could be further from the truth this is wholesale racist discrimination and defamation and we are going to put a stop to it,suffix
20906157_gab,i think it is because you are full of shit and refuse to budge on,prefix
6031137_gab,lol actually my reply was a sarcastic comment,prefix
27577045_gab,aint gonna let dat shiet slide son,suffix
1178723245211734016_twitter,@814222 according to police the suspect sean bell was also in violation of,prefix
5168535_gab,i am not how many people are away of george webb it states at day 5/11/2012 they are amazing it watching real crime story,prefix
13265405_gab,i am a proud nsdap member nazi was a,prefix
11778438_gab,being out on a pedestal and the world is shocked,suffix
1178340656357486593_twitter,@591793 you all always,prefix
8423955_gab,kathy griffin is the ultimate liberal attack somebody and suffer consequences and she is,prefix
8089543_gab,they would be cracking,prefix
24569252_gab,not believe the could not get laid excuse,suffix
3525836_gab,chicago police dept have given up result 17% increase in homicides,suffix
27822098_gab,sad story to be sure on a side note some guys should not ever wear tank tops how does any,prefix
15500373_gab,beat a guy from bejing in the world,prefix
1179105689186242561_twitter,god of israel is,prefix
20219963_gab,that because those tv students are jewish actors as is sheriff,prefix
16613274_gab,suggest not eating the food there love the shirt tho,suffix
10225304_gab,wearing out their welcome on planet earth,prefix
19530127_gab,butthurt at being called a tradthot,suffix
1178948343394967552_twitter,like and i had to the hedgehog would fuck,prefix
22683065_gab,what do you think is more,prefix
1178930175112691713_twitter,hiding behind a fake name,suffix
15263357_gab,when asked what prince phillip thought about harry and megan he answered i have,prefix
1178727064397987840_twitter,@956578 @544155 @545818 atleast ur country is secular,prefix
24873800_gab,goes against the,prefix
22119924_gab,he will be out in a few years for,prefix
11578894_gab,a profile,prefix
14839521_gab,yes queen and i am ded wtf do these things mean,suffix
16699988_gab,i am shocked a,prefix
1178874018016956418_twitter,fuck you,prefix
1178874018016956418_twitter,all dykes,suffix
6323825_gab,derek the half,prefix
21869208_gab,age platitudes like only you can poison your soul,suffix
13987009_gab,♫ after debris settles and the dust gets swept off young hwytes pick up where big a had left off,prefix
21214738_gab,us nazis idk why it not as though we are coming for them to put them in the ovens yet,suffix
11693941_gab,all the good he did sure he may have spared the us a nuclear holocaust but he cursed it with a demographic hispanocaust,suffix
22405642_gab,white street while screaming i hate white people never be charged with a hate crime,suffix
15621599_gab,california needs a leader who puts deportation and anti marxism first,prefix
14033897_gab,if i saw one of them on fire,suffix
13375491_gab,aryan goddess taylor,prefix
20049808_gab,tactics to make the far right look silly as an effort to make sure no one effectively opposes white genocide,suffix
8607173_gab,denver has a black problem a,prefix
11542797_gab,there are not enough police and fire personnel in all of,prefix
1178965584488230913_twitter,virus he will spread it to others,suffix
19513796_gab,other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep,prefix
15824604_gab,did not you have to leave for work hours ago you shit tier,prefix
12537526_gab,or spook nation ever contributed to america besides leeches criminals and drugs,suffix
14312554_gab,and the goats are not happy,suffix
13518887_gab,well the ones who watch that,prefix
17585108_gab,why the fuck was he on the crypto report,suffix
17632209_gab,a moslem name registered by stepdad as moslem indonesian many photos of him in moslem rituals garb admitted moslem faith on tv,suffix
8525782_gab,two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild,prefix
16171583_gab,now you see why god,prefix
25138131_gab,you do not need to shut up i like when you,prefix
1178147848724127745_twitter,people undergo the level of degradation that lee ermey dishes out just to be on,prefix
1179105444096348165_twitter,do not call me,prefix
23101908_gab,whole reason for being on fox is to try to manipulate people minds to get their votes for his commie partners fuck you juan,suffix
27542487_gab,brexit kick out,prefix
22760187_gab,to coordinate attacks facebook is an accomplice to terrorism,suffix
1178276990559801344_twitter,edgy gg stans think being,prefix
13600554_gab,weinstein amazon vox gq the left is eating itself right now the deathmatch du jour is lecherous,prefix
27789536_gab,the eu will not even offer you any,prefix
12548441_gab,acceptable but a roman salute is not,suffix
14899318_gab,he spelled prophet as profit lol,prefix
1179074887895400448_twitter,@360239 @735900 @855030 nah,prefix
16122040_gab,omg i just read that president trump had to fire omarosa cuz the dumb,prefix
1178125455725072385_twitter,according to that piranha mouth dyke,prefix
17179582_gab,they are never able to come up with anything to say to try to prove the other person wrong,suffix
25666114_gab,knocked up or beat up,suffix
16415309_gab,hear hear un declared rape a tool of war yet ignored 497891,prefix
8059171_gab,mass unmarked,prefix
14441354_gab,when you wanna be white really really,prefix
1177894200257462273_twitter,like pick,prefix
19866523_gab,are the worst,suffix
1178850668360212480_twitter,@424909 @766377 keep that same,prefix
1178772468397416452_twitter,@730497 wash ya,prefix
1178876024995696640_twitter,what a,prefix
13438443_gab,i think the one she replaced was actually a,prefix
12098163_gab,its a bloody good thing,prefix
14046032_gab,apparently cannot read either stormer women,prefix
17511834_gab,walk into the local kfc so much for chicken strips,suffix
20151499_gab,paul joseph watson thinks he looks cool with,prefix
7930207_gab,girls dont exist on the,prefix
18423788_gab,my job is not to entertain you that,prefix
23007090_gab,on atomwaffen and got doxxed,suffix
16333911_gab,started as trash ending,prefix
15447888_gab,what,prefix
6921568_gab,the expense of europeans so that they can render those charitable people extinct,suffix
27015103_gab,a good little donkey american,suffix
1179061602605133825_twitter,just seen somebody eating a honeybun with cheese,prefix
1178583252631556096_twitter,human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww 🥵,suffix
1179000637410938880_twitter,@348108 some,prefix
1178727087114510336_twitter,how to keep people out the lab,prefix
16591249_gab,maybe she thinks jesus is black too that,prefix
23150585_gab,he looks like another,prefix
25162683_gab,testing the security of the congregation,suffix
1178697867856248833_twitter,@133953 dude wtf you,prefix
1179015605917237248_twitter,@193704 @372193 get this,prefix
14070023_gab,hi my name is kris and i am wa wa white there i said it i am white anyone got a,prefix
19447868_gab,470493,prefix
4113955_gab,@251055 make sure you signal and bow,prefix
27552169_gab,since isis has more credibility than the fbi and they claimed this,prefix
12729501_gab,aa the direct appeal to the most base human desires is a cheap,prefix
1178667690984128512_twitter,@379550 cries,prefix
13493684_gab,bout time to burn some,prefix
13493684_gab,dykes its a strange world,suffix
24116289_gab,@300000 fuck you and die you,prefix
27165953_gab,expect more of this in america,prefix
24869441_gab,lying msm sure dropped,prefix
11848558_gab,this site still,prefix
18903937_gab,zecharia sitchin is what happens when,prefix
12500982_gab,whites act that entitled,suffix
15575558_gab,i can figure out how to lower the security costs of the lyon christmas markets arm the citizenry and actively encourage volunteer militias to secure,prefix
26345561_gab,to death for appropriating their race then it just fun 😄,suffix
5769043_gab,the same species and the truth about drowning picaninies in a bucket,suffix
18823962_gab,why can not i hold all this projection i could say the same exact thing considering i gave you actual data and,prefix
12009892_gab,here is you,suffix
18957160_gab,get whipped that badly since kunta kinte,suffix
26428645_gab,can someone please find out if this judge is one,prefix
17910247_gab,get what you asked for,suffix
16647204_gab,advertising front man i cannot imagine that good for business,suffix
25858883_gab,you from the face of this earth you better pray there is not a war soon,suffix
12918517_gab,german boyfriend one of my followers was asking and i could not find one handily,suffix
19841818_gab,waned i do not know why you would want,prefix
1178829267708321792_twitter,@515277 i wonder how many of the white,prefix
11361945_gab,iron fist is,prefix
26158212_gab,dont pay taxes or interest,suffix
16171497_gab,in the end who gives a shit if salma hayek got paid to,prefix
16171497_gab,dyke out and now regrets it just another bs accusation from an aging actress,suffix
21148969_gab,its scared of yt making it look like a fool,suffix
23707440_gab,i did not own any slaves my ancestors never owned a slave i work my ass off for,prefix
22001731_gab,how do we,prefix
23014347_gab,once and i have read seige so,suffix
26728407_gab,you are not,prefix
1179094429308719106_twitter,democratic dilemma people still are not stupid enough solution keep stuffing ballot boxes keep importing illegal aliens keep pressing for impeachment,prefix
1179094429308719106_twitter,with lies keep doing the same things over over expecting different results socialism will work this time i just know it,suffix
23895200_gab,someone she has not muted should really point out,prefix
25847294_gab,lord mayor of sheffield,suffix
27997868_gab,assuming we are on the same side edgy morons like yourself are the,prefix
1179057199865315328_twitter,because he is a different option 🙈,suffix
26432575_gab,he rattled,prefix
1179100968660717568_twitter,messiah mother goose of all fables now they label her as a successor of christ will they kill her like they killed christ,suffix
1177927419740770304_twitter,white 😂 😂 ❤️ ❤️ ❤️ ❤️,suffix
19138333_gab,are you can expect fake deaths i would prefer real ones,suffix
23331323_gab,make sense the only reason i think you could be saying these things is if you are a subverter yourself,suffix
19945776_gab,labour loves the free movement of peoples in europe except when it leads to brown people feelings getting hurt,prefix
15231597_gab,fuck the,prefix
9617009_gab,sharia in america that makes women all but slaves not going to happen vote dems out of congress 5/18/2007 @484800 make america great,suffix
13794784_gab,babies but they keep taking my petition down and now i must be banned cuz i cant start a new one 😡,suffix
14963895_gab,if you give him the suggestion perhaps he fundraise for charity to actually help child trafficking victims and you will hear such a profound silence,suffix
9839457_gab,it was,prefix
24519642_gab,from people who hate them any simian willing to ape basic bitch talking points for a banana will do,suffix
20921931_gab,lol what,prefix
4834165_gab,south of the md is just as bad atlanta memphis nashville tampa jacksonville charlotte houston dallas nawlins,prefix
12089704_gab,black man kills a white child in a rap video nothing actually happens white man,prefix
27713812_gab,the white man pulls the trigger,suffix
1179091525571141632_twitter,systems dwg this ain t nothing,suffix
20044778_gab,councillors the war has been started by those people not doing their jobs so you drop dead eh,suffix
1179043156131811329_twitter,are dumb,suffix
15848308_gab,you are kidding man these coalburners make a killing cut off the,prefix
15173782_gab,and he,prefix
14274324_gab,look at this,prefix
20236732_gab,man lmao relax moolie you know niggas is always late stop hyperventilating he will give ya <money> soon enough,suffix
21854608_gab,niggaz was fat in the good old days and they usually died of heartattacks by,prefix
17910790_gab,beta who has to badger women until he orgasms mpc status updates,suffix
12345088_gab,western europeans united against,prefix
1162547667416899586_twitter,there too many wypipo asking what this is and if,prefix
1179093034518171649_twitter,listen lady,prefix
1179093034518171649_twitter,kill yourself,suffix
1178757318743351296_twitter,and live off of american taxpayers that the original vision white enslavement 😉,suffix
12864664_gab,along nothing new to see here,suffix
22793395_gab,watched a game in years and never will again they can take a knee and fuck off,suffix
3726243_gab,@631032 well he was ex military so i was thinking regulation programmed bot sent out to cover up,prefix
19813120_gab,punch yourself in the womb kill that,prefix
18420909_gab,we are not failing at anything you cowardly little tag along and you are not a part of the altright so 366357 fuck off and,prefix
27110145_gab,shut up,prefix
18321938_gab,mane fuck,prefix
27150234_gab,was written during captivity in babylon compare the myths,suffix
19899719_gab,who shot up a school had a loose connection to some larping white nationalists,suffix
1179051039191904256_twitter,niggas really let idubbz say nigger,prefix
24436328_gab,not get life behind bars or deportation,suffix
26474064_gab,other monkeys good thing that stick is in his way,suffix
20301314_gab,motherfucker we all listen to it at work everyday,suffix
14199319_gab,go play with your,prefix
13647538_gab,it like a horror movie where the guy turns into a,prefix
25475856_gab,ya at the next red light nigga,suffix
21563650_gab,you seen how many old stormer accounts have been banned i got,prefix
10212367_gab,who come here to beg for acceptance @870324 @351447,suffix
25589782_gab,@116376 you killed it man great job verbally shoving,prefix
15295049_gab,it is impossible for me to follow the rules on twitter you can,prefix
4968783_gab,hopefully we can speak,prefix
13298171_gab,ask the inquisitors conquistadors and spanish communists,suffix
20338528_gab,fraud usurper,suffix
14097715_gab,will make even the best of us do crazy things university of hartford justice for jazzy,suffix
1178857982722920449_twitter,@244423 eldar is queer race imperium of man,prefix
1179061254083813378_twitter,a joke and no one would get upset good times,suffix
21646935_gab,agreeing with,prefix
22549644_gab,prison dude on the bottom should come to america and make more videos,suffix
16871630_gab,ass with bare hands shitting in public etc stay away from non moslem lands,suffix
14405099_gab,this guys so proud of himself he got a,prefix
13055176_gab,getting sick of not,prefix
20758041_gab,so according to sky news any italian political party who is staunchly anti immigration anti eu are neo fascists these,prefix
1179082312123916292_twitter,i need to calm down and stop being so autistic like honestly im just,prefix
1179082312123916292_twitter,too retarded wtf im going to try be a calmer person from now on,suffix
22545451_gab,about 597917 234081 lbs and had a hybrid sheep dog string mop weave on his haid,suffix
1178713133235539968_twitter,like a cocc,suffix
