post_id,text,part
19348796_gab,he was shlmeeling a product or taking graff from a trade union and you can take that to the bank,suffix
5865200_gab,em a new day has dawned,suffix
27816916_gab,happening they have learned taqiyya quite well from their moslem overlords,suffix
6081960_gab,it is based on real life events and characters written in the style of the janet and john books of the 6 0,suffix
17363428_gab,not stop shitting out babies and birds have beaks,suffix
13147452_gab,arrested for doing it to a 6 month old,suffix
15078260_gab,do not count the polish casualties were around 313787 dead and 134441 captured,suffix
11138997_gab,wrong turn him off he will just cost you coin,suffix
24120677_gab,glorious that may well be the genesis of the russian bot narrative,suffix
11959883_gab,country and has a bad time he can go back to his land where do we go when we have had enough of them,suffix
11454085_gab,will have to take my sharpie and x out her face on every <money> i ever have in my possession harriet tubman,suffix
10177273_gab,hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania,suffix
23909412_gab,the same sentence shame hahahahahaha mornin 😁,suffix
9237072_gab,dyke pride month being over with,suffix
11225265_gab,catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you god,suffix
15637257_gab,played in the nfl,suffix
13543989_gab,texmex is not shit like mexican is,suffix
17397697_gab,dot heads vote for less government intrusion and less government services,suffix
20710599_gab,ground if you punch em in just the right place,suffix
27088183_gab,railing on about jews should we support him why or why not,suffix
12006705_gab,on the bed you put velcro on the ceiling,suffix
5708239_gab,bone for the time being while he figures out the correct strategy needed to eliminate this toxic and distractive influence from the world,suffix
17511383_gab,shopping today i lol d at them,suffix
1179026590581194753_twitter,and week month year and century i love big naps d i c k q u a d,suffix
7132277_gab,white man is white people stop giving your money to people that hate you,suffix
10888163_gab,since a kenyan moslem became president,suffix
20645481_gab,according to the elders lennon was a rock star beloved by women in his day,suffix
13160999_gab,do not want a repeat of truth dissemination for 538358,suffix
18214234_gab,you wont mind if i dont turn the other cheek,suffix
12977968_gab,is always 5 x whites,suffix
1178354212574392320_twitter,all the security guard jobs,suffix
18481616_gab,eskimo you really are stupid are not you,suffix
12065967_gab,a rape video if it had a blond girl in it,suffix
13688078_gab,help she needs is being assisted while entering a gas chamber,suffix
13264549_gab,that to a pasty faced traitor such as he 🤔,suffix
26938167_gab,gay marriages but did not recuse themselves from the gay marriage ruling,suffix
5167719_gab,can almost forgive him that in view of his splendid scholarship in white classics <wink> on war check out william lind his book recommendations,suffix
16908788_gab,culturally enrich a moslem,suffix
11872452_gab,sell me an ebook,suffix
19084094_gab,have been putting threatening letters through his door turns out it was a fiver off soap coupons,suffix
24305121_gab,you have a mental health facility to be retreating to di sharia,suffix
1177972795613024256_twitter,can see this buffoon exploit the definition of racism,suffix
3BS6ERDL938R693HDJHLXA9ERBY6DJ_nf_6,as intelligent as danny bonaduce lol,suffix
1179026811335954432_twitter,of seeing their white world slowly changing in short the klan what they do not realize sadly is that this ain t the 322924 nor 788375,suffix
17564174_gab,i slum when i feel choose unlike my fellow city rats for whom its their only mode of comm,suffix
2958188_gab,they get it they wind up in the emergency room and i was like yea thats like reason 214569 140397 why im glad 😹 😹 😹,suffix
17914981_gab,still now btw mlk malcolmx were great americans happy mlk day maga,suffix
13209747_gab,to dispose of the body,suffix
15132440_gab,vp of difference sameness at the same time <happy>,suffix
23192171_gab,how long did you know doug mackey was a for sale media hack rip your reputations,suffix
17271194_gab,i did an intensive research essay on the subject that ended up with my near suspension from university @962867,suffix
3813106_gab,avatar from vnnforum right i am a fan btw <wink> do you have twitter acc,suffix
10904919_gab,hypnotised her into a dyke relationship,suffix
12845540_gab,the boycott for me is a continuation of the status quo,suffix
7787743_gab,lol i gotta grin from ya,suffix
1087114213099745281_twitter,alive the whole time 🤨,suffix
13557607_gab,always keeps his whip hand strong,suffix
16633953_gab,these gentlemen kick down your door,suffix
21103062_gab,dykes to my 497659 oz estwing repeatedly,suffix
21359909_gab,actually kills tommy gay boy robinson,suffix
4066175_gab,be put down by a vet,suffix
12042275_gab,unhcr head is a moslem screams genocide irony yet mentions nothing of ongoing moslem genocide of christians in middle east me says go for it aung,suffix
23032780_gab,freaked good thing they had an aed at the taco bell down the street,suffix
1178938601230475265_twitter,will let a entity from the dark realm chill upstairs,suffix
1179067515097489413_twitter,must be behind these hashtags,suffix
11805489_gab,sob story http :// <url>,suffix
11342145_gab,asshole whatever it takes to get you off there princess virtue sniveling at me is not going to earn you good boy points,suffix
18811707_gab,will keep having babies keep balkanizing our society @805066 ‍,suffix
15236599_gab,will blow your brains out,suffix
1178644582353051649_twitter,fun of lit kids surely it karma,suffix
15133126_gab,the shabbat you d know after all lol gimme more,suffix
25670170_gab,and grants the man one wish he replies i wanna be white and surrounded by pussy so the genie turned him into a tampon,suffix
16273353_gab,butthole trust me maybe shit obsessed bugmen tho,suffix
20127651_gab,a neo nazi lmao 38%,suffix
15844957_gab,free and this is what everyone out there gets to see fact,suffix
1178712422841847809_twitter,and wanting to speak to a manager whenever we see one it here comes a karen jajajaja 🤣 🤣 the ones con bad multi color hair of,suffix
9535148_gab,funds were glibly dismissed with an assurance that they would not affect policy and a compliant media who promised not to press the matter,suffix
19861040_gab,enoch get hit in the head right before this debate started,suffix
25725396_gab,maga when he can most of the meetings between trump and kushner is about how much he has to cuck that day,suffix
13621948_gab,about someone do not say anything just call them a nigger and move on 🎓,suffix
1179012746781679623_twitter,how fast i can lose my account with this word lol,suffix
14781705_gab,on his face alwaleed went on to blame the carnage on u.s. foreign policy giuliani then tore up the check for 847567 million he donated,suffix
19564938_gab,where i have property the locals will burn his ass out thats how they roll,suffix
17104284_gab,mouths why are black guys eyes red after sex from the pepper spray what do you call a black with no arms trustworthy,suffix
19900230_gab,throws in his two sheckels,suffix
23591171_gab,ticket voters gonna straight ticket which is usually enough to win,suffix
26441093_gab,pretending to have moral authority that right there is the reason hell it not like aa works for the idf and fires indiscriminately at crowds goyim,suffix
27928076_gab,conquer the west lolzy doe,suffix
22312716_gab,had crossed for 669291 yrs yet they are lost 904616 years zero evidence bs all things jew are 97% lie twisted beyond reality or total fiction,suffix
17844735_gab,was because he was too young shoah 563214 electric boogaloo will not discriminate by age all are welcome,suffix
14540216_gab,like to do that moreso in the intestines of someone who is not yet of legal age or who cannot reproduce themoaryoulearn,suffix
22234676_gab,we all should follow him like some sick puppy and do as he does,suffix
